raw offset	Play89_2.dmp	Play89_3.dmp	Play89_4.dmp	Play89_5.dmp
0716842Dh:	BE	3E	3C	C0
07168441h:	BD	3D	3F	5C
0716844Dh:	BE	3E	3C	C0
07168461h:	BD	3D	3F	5C
0716846Dh:	BE	3F	3C	C0
07168481h:	BD	3D	3F	5C
071684D2h:	A0	18	03	8A
07168600h:	56	CC	F0	28
071686C0h:	56	42	B3	28
07168880h:	56	CC	8F	0C
07168881h:	BD	BC	3D	D7
0716888Dh:	BF	BE	BB	C0
071688A1h:	BD	BC	3D	D7
071688ADh:	BF	BE	BB	C0
071688C1h:	BD	00	3C	D7
071688CDh:	BF	00	BA	C0
071688EDh:	BF	3E	3A	C0
07168901h:	BD	3C	3F	D7
0716890Dh:	BF	3E	3B	C0
07168921h:	BD	3D	3F	D7
0716892Dh:	BF	3E	3B	C0
07168936h:	D0	9C	5A	28
07168940h:	56	4D	73	0C
07168941h:	BD	3D	3F	D7
0716894Dh:	BF	3F	3B	C0
07168961h:	BD	3D	3F	D7
07168981h:	BD	3D	3F	D7
071689A1h:	BD	3D	3F	D7
07168D6Dh:	BF	BE	BC	C0
07168D81h:	BD	BC	3E	D7
07168D8Dh:	BF	BE	BC	C0
07168DA1h:	BD	BC	3E	D7
07168DADh:	BF	BE	BC	C0
07168DC1h:	BD	00	3E	D7
07168DCDh:	BF	00	BC	C0
07168DE1h:	BD	3C	3E	D7
07168DEDh:	BF	3E	BC	C0
07168E01h:	BD	3C	3E	D7
07168E0Dh:	BF	3E	BC	C0
07168E21h:	BD	3D	3E	D7
07168E2Dh:	BF	3E	BC	C0
07168E41h:	BD	3D	3E	51
07168E4Dh:	BF	3F	BC	C0
07168E61h:	BD	3D	3E	51
07168E6Dh:	BF	3F	BC	C0
07168EB8h:	C0	4A	D9	4E
07168FD5h:	3F	3E	BF	14
07168FF5h:	3F	3E	BF	14
07169015h:	3F	3E	BF	14
07169035h:	3F	3E	BE	14
07169055h:	3F	3E	BE	14
07169075h:	3F	3E	BE	14
07169094h:	35	E8	00	7B
07169095h:	3F	3E	BE	14
071690B5h:	3F	3E	00	14
0716910Eh:	FF	8A	AE	F5
0716910Fh:	FF	12	47	3B
07169110h:	FF	06	61	51
07169194h:	35	E8	45	7B
0716926Dh:	BF	BE	BB	C0
07169281h:	BD	BC	3E	51
0716928Dh:	BF	BE	BB	C0
071692A1h:	BD	BC	3E	51
071692ADh:	BF	BE	BB	C0
071692C1h:	BD	00	3E	51
071692CDh:	BF	00	BC	C0
071692E1h:	BD	3C	3E	51
071692EDh:	BF	3E	BC	C0
07169301h:	BD	3C	3E	51
0716930Dh:	BF	3E	BC	C0
07169321h:	BD	3D	3E	51
0716932Dh:	BF	3E	BC	C0
07169341h:	BD	3D	3E	51
0716934Dh:	BF	3F	BC	C0
07169361h:	BD	3D	3E	51
0716936Dh:	BF	3F	BC	C0
07169381h:	BD	3D	3E	51
0716938Fh:	00	04	47	3B
07169390h:	00	0B	61	C2
071693A1h:	BD	3D	3E	51
071693C1h:	BD	3D	3E	51
071694D5h:	3F	3E	BF	33
071694F5h:	3F	3E	BF	33
07169515h:	3F	3E	BF	33
07169535h:	3F	3E	BF	33
07169555h:	3F	3E	BF	33
07169575h:	3F	3E	BF	33
0716957Fh:	D0	E0	70	3C
07169595h:	3F	3E	BF	33
071695B5h:	3F	3E	BF	33
071695D5h:	3F	3E	BF	33
071695F5h:	3F	3E	BF	33
07169615h:	3F	3E	BF	33
07169635h:	3F	3E	BF	33
07169655h:	3F	3E	BF	33
07169675h:	3F	3E	BE	33
07169695h:	3F	3E	BE	33
071696B5h:	3F	3E	BE	33
071696B6h:	FF	62	48	33
071696D5h:	3F	3E	BE	33
071696F5h:	3F	3E	00	33
0716976Dh:	BF	BE	3C	C0
07169781h:	BD	BC	3F	CC
0716978Dh:	BF	BE	3C	C0
071697A1h:	BD	BC	3F	CC
071697ADh:	BF	BE	3C	C0
071697BFh:	D0	00	47	BC
071697C1h:	BD	00	3F	CC
071697CDh:	BF	00	3C	C0
071697E1h:	BD	3C	3F	CC
071697EDh:	BF	3E	3C	C0
071697FFh:	D0	C1	0A	BC
07169801h:	BD	3C	3F	CC
0716980Dh:	BF	3E	3B	C0
07169821h:	BD	3D	3F	CC
0716982Dh:	BF	3E	3B	C0
07169841h:	BD	3D	3F	CC
0716984Dh:	BF	3F	3B	C0
07169861h:	BD	3D	3F	CC
0716986Dh:	BF	3F	3A	C0
07169881h:	BD	3D	3F	CC
0716988Dh:	BF	3F	BA	C0
071698A1h:	BD	3D	3E	CC
071698C1h:	BD	3D	3E	CC
071699A9h:	3D	3C	3B	FE
07169A15h:	3F	3E	B3	33
07169A35h:	3F	3E	BE	33
07169A55h:	3F	3E	BE	33
07169A75h:	3F	3E	BE	33
07169A95h:	3F	3E	BE	33
07169AB5h:	3F	3E	BF	33
07169AD5h:	3F	3E	BF	51
07169AF5h:	3F	3E	BF	51
07169B15h:	3F	3E	BF	51
07169B35h:	3F	3E	BF	51
07169B55h:	3F	3E	BF	51
07169B75h:	3F	3E	BF	51
07169B95h:	3F	3E	BF	51
07169BB5h:	3F	3E	BF	51
07169BD5h:	3F	3E	BF	51
07169BF5h:	3F	3E	BF	51
07169C15h:	3F	3E	BF	51
07169C35h:	3F	3E	BF	51
07169C55h:	3F	3E	BF	51
07169C69h:	3D	3C	BC	97
07169C6Dh:	BF	BE	3C	C0
07169C81h:	BD	BC	3F	47
07169C8Dh:	BF	BE	3C	C0
07169CA1h:	BD	BC	3F	47
07169CADh:	BF	BE	3C	C0
07169CC1h:	BD	00	3F	47
07169CCDh:	BF	00	3C	C0
07169CE1h:	BD	3C	3F	47
07169CEDh:	BF	3E	3C	C0
07169D01h:	BD	3C	3F	47
07169D0Dh:	BF	3E	3C	C0
07169D21h:	BD	3D	3F	47
07169D2Dh:	BF	3E	3C	C0
07169D41h:	BD	3D	3F	47
07169D4Dh:	BF	3F	3C	C0
07169D61h:	BD	3D	3F	47
07169D6Dh:	BF	3F	3C	C0
07169D81h:	BD	3D	3F	47
07169D8Dh:	BF	3F	3C	C0
07169DA1h:	BD	3D	3F	47
07169DC1h:	BD	3D	3F	47
07169DDEh:	CB	8A	66	9D
07169E43h:	78	26	E1	3E
07169E63h:	12	D1	E1	3E
07169F2Ch:	4F	1B	D5	CA
07169FACh:	4F	E2	16	CA
07169FB5h:	3F	3E	BE	51
07169FD5h:	3F	3E	00	51
0716A0C3h:	78	27	C2	3E
0716A0E3h:	12	D1	C2	3E
0716A16Dh:	BF	BE	BA	C0
0716A181h:	BD	BC	3E	C2
0716A18Dh:	BF	BE	BB	C0
0716A1A1h:	BD	BC	3E	C2
0716A1ACh:	4F	1B	9D	CA
0716A1ADh:	BF	BE	BB	C0
0716A1C1h:	BD	00	3E	C2
0716A1CDh:	BF	00	BB	C0
0716A1E1h:	BD	3C	3E	C2
0716A1EDh:	BF	3E	BC	C0
0716A201h:	BD	3C	3E	C2
0716A20Dh:	BF	3E	BC	C0
0716A221h:	BD	3D	3E	C2
0716A22Ch:	4F	E5	3A	CA
0716A22Dh:	BF	3E	BC	C0
0716A241h:	BD	3D	3E	C2
0716A24Dh:	BF	3F	BC	C0
0716A261h:	BD	3D	3E	C2
0716A26Dh:	BF	3F	BC	C0
0716A281h:	BD	3D	3E	C2
0716A28Dh:	BF	3F	BC	C0
0716A2A1h:	BD	3D	3E	C2
0716A2ADh:	BF	3F	BC	C0
0716A2C1h:	BD	3D	3E	C2
0716A3A9h:	3D	3C	BC	54
0716A3DBh:	EA	6F	C0	3B
0716A4C4h:	25	A3	75	05
0716A4F0h:	06	32	6B	B8
0716A5ABh:	46	BC	A4	BD
0716A5F7h:	8A	4C	F9	3F
0716A669h:	3D	3C	3B	2D
0716A66Dh:	BF	BE	3C	C0
0716A681h:	BD	BC	3F	C2
0716A68Dh:	BF	BE	3C	C0
0716A6A1h:	BD	BC	3F	C2
0716A6ADh:	BF	BE	3C	C0
0716A6C1h:	BD	00	3F	C2
0716A6CDh:	BF	00	3C	C0
0716A6D5h:	3E	3D	3F	70
0716A6E1h:	BD	3C	3F	C2
0716A6EDh:	BF	3E	3C	C0
0716A6F5h:	3E	3D	3F	70
0716A701h:	BD	3C	3F	C2
0716A70Dh:	BF	3E	3C	C0
0716A715h:	3E	3D	3F	70
0716A721h:	BD	3D	3F	C2
0716A72Dh:	BF	3E	3B	C0
0716A72Fh:	F8	64	C2	3B
0716A735h:	3E	3D	3F	70
0716A73Bh:	8A	8F	C0	00
0716A741h:	BD	3D	3F	1E
0716A744h:	25	A5	7A	00
0716A74Dh:	BF	3F	3B	C0
0716A755h:	3E	3D	3F	8F
0716A761h:	BD	3D	3F	1E
0716A76Dh:	BF	3F	3B	C0
0716A775h:	3E	3D	3F	8F
0716A781h:	BD	3D	3F	1E
0716A78Dh:	BF	3F	3A	C0
0716A795h:	3E	3D	3F	8F
0716A7A1h:	BD	3D	3F	1E
0716A7ADh:	BF	3F	BA	C0
0716A7B5h:	3E	3D	3F	8F
0716A7C1h:	BD	3D	3E	1E
0716A7D5h:	3E	3D	3F	8F
0716A7F5h:	3E	3D	3F	8F
0716A815h:	3E	3D	3F	8F
0716A835h:	3E	3D	3F	8F
0716A855h:	3E	3D	3F	8F
0716A86Fh:	EF	BA	C2	3B
0716A875h:	3E	3D	3F	8F
0716A895h:	3E	3D	3F	8F
0716A8A9h:	3D	3C	3B	DF
0716A937h:	70	C2	FE	3F
0716A9B3h:	EF	AF	A6	3E
0716AA73h:	EF	AF	76	3E
0716AA7Bh:	70	C2	C0	BB
0716AB69h:	3D	3C	BC	2A
0716AB6Dh:	BF	BE	3C	C0
0716AB75h:	3E	3D	BF	8F
0716AB81h:	BD	BC	3F	1E
0716AB8Dh:	BF	BE	3C	C0
0716AB95h:	3E	3D	BF	8F
0716ABA1h:	BD	BC	3F	1E
0716ABADh:	BF	BE	3C	C0
0716ABB5h:	3E	3D	BF	8F
0716ABC1h:	BD	00	3F	1E
0716ABCDh:	BF	00	3C	C0
0716ABD5h:	3E	B3	BE	8F
0716ABE1h:	BD	3C	3F	1E
0716ABEDh:	BF	3E	3C	C0
0716ABF5h:	3E	B3	BE	8F
0716AC01h:	BD	3C	3F	1E
0716AC0Dh:	BF	3E	3C	C0
0716AC15h:	3E	B3	BE	8F
0716AC21h:	BD	3D	3F	1E
0716AC2Dh:	BF	3E	3C	C0
0716AC35h:	3E	B3	BE	8F
0716AC41h:	BD	3D	3F	1E
0716AC4Dh:	BF	3F	3C	C0
0716AC55h:	3E	B3	00	8F
0716AC61h:	BD	3D	3F	1E
0716AC6Dh:	BF	3F	3C	C0
0716AC81h:	BD	3D	3F	1E
0716AC8Dh:	BF	3F	3C	C0
0716ACA1h:	BD	3D	3F	1E
0716ACADh:	BF	3F	3C	C0
0716ACC1h:	BD	3D	3F	1E
0716ACD4h:	C3	3B	F6	5C
0716ACF5h:	3E	B3	3F	8F
0716AD15h:	3E	B3	3F	8F
0716AD35h:	3E	B3	3F	8F
0716AD55h:	3E	B3	3F	8F
0716AD75h:	3E	B3	3F	8F
0716AD95h:	3E	B3	3F	AE
0716ADB5h:	3E	B3	3F	AE
0716AF45h:	BD	BC	3F	75
0716AFD7h:	A9	CC	04	3F
0716B06Dh:	BF	BE	BC	C0
0716B075h:	3E	B3	BF	AE
0716B081h:	BD	BC	3D	5C
0716B08Dh:	BF	BE	BB	C0
0716B095h:	3E	B3	BF	AE
0716B0A1h:	BD	BC	3D	5C
0716B0ADh:	BF	BE	BB	C0
0716B0B5h:	3E	B3	BF	AE
0716B0C1h:	BD	00	3D	5C
0716B0CDh:	BF	00	BB	C0
0716B0D5h:	3E	BD	BF	AE
0716B0EDh:	BF	3E	BA	C0
0716B0F5h:	3E	BD	BF	AE
0716B10Dh:	BF	3E	3A	C0
0716B115h:	3E	BD	BF	AE
0716B11Bh:	A9	E5	C0	BC
0716B121h:	BD	3D	3F	5C
0716B12Dh:	BF	3E	3B	C0
0716B135h:	3E	BD	BF	AE
0716B141h:	BD	3D	3F	5C
0716B14Dh:	BF	3F	3B	C0
0716B155h:	3E	BD	BF	AE
0716B15Ah:	38	D4	CA	4D
0716B161h:	BD	3D	3F	5C
0716B16Dh:	BF	3F	3B	C0
0716B175h:	3E	BD	BF	AE
0716B181h:	BD	3D	3F	5C
0716B18Dh:	BF	3F	3C	C0
0716B195h:	3E	BD	BF	AE
0716B1A1h:	BD	3D	3F	5C
0716B1ADh:	BF	3F	3C	C0
0716B1B5h:	3E	BD	BF	AE
0716B1C1h:	BD	3D	3F	5C
0716B1C5h:	3D	3C	3F	A1
0716B1D5h:	3E	BD	BF	AE
0716B1D6h:	3A	4A	5C	47
0716B1F5h:	3E	BD	BF	AE
0716B215h:	3E	BD	BE	AE
0716B235h:	3E	BD	BE	AE
0716B255h:	3E	BD	BE	AE
0716B275h:	3E	BD	BE	AE
0716B295h:	3E	BD	00	AE
0716B2B5h:	3E	BD	00	AE
0716B445h:	BD	BC	3F	A6
0716B56Dh:	BF	BE	BC	C0
0716B575h:	3E	BD	00	CC
0716B581h:	BD	BC	3F	99
0716B58Dh:	BF	BE	BC	C0
0716B595h:	3E	BD	00	CC
0716B5A1h:	BD	BC	3F	99
0716B5ADh:	BF	BE	BC	C0
0716B5B5h:	3E	BD	00	CC
0716B5C1h:	BD	00	3F	99
0716B5CDh:	BF	00	BC	C0
0716B5D5h:	3E	BE	00	CC
0716B5E1h:	BD	3C	3F	99
0716B5EDh:	BF	3E	BC	C0
0716B5F5h:	3E	BE	00	CC
0716B601h:	BD	3C	3F	99
0716B60Dh:	BF	3E	BC	C0
0716B615h:	3E	BE	00	CC
0716B621h:	BD	3D	3F	99
0716B62Dh:	BF	3E	BC	C0
0716B635h:	3E	BE	00	CC
0716B641h:	BD	3D	3F	99
0716B64Dh:	BF	3F	BC	C0
0716B655h:	3E	BE	00	CC
0716B661h:	BD	3D	3F	99
0716B66Dh:	BF	3F	BC	C0
0716B675h:	3E	BE	00	CC
0716B681h:	BD	3D	3F	99
0716B68Dh:	BF	3F	BC	C0
0716B695h:	3E	BE	00	CC
0716B6A1h:	BD	3D	3F	99
0716B6ADh:	BF	3F	BC	C0
0716B6B5h:	3E	BE	00	CC
0716B6C1h:	BD	3D	3F	99
0716B6C5h:	3D	3C	3F	56
0716B6D5h:	3E	BE	00	CC
0716B6E5h:	3D	3C	3F	BB
0716B6F5h:	3E	BE	00	CC
0716B715h:	3E	BE	00	CC
0716B735h:	3E	BE	00	CC
0716B755h:	3E	BE	00	CC
0716B775h:	3E	BE	00	CC
0716B795h:	3E	BE	00	CC
0716B7B5h:	3E	BE	00	CC
0716B840h:	C7	14	00	9A
0716B880h:	C7	FA	00	9A
0716B88Fh:	37	79	00	3B
0716B945h:	BD	BC	3E	3D
0716B965h:	BD	BC	3E	77
0716BA6Dh:	BF	BE	3C	C0
0716BA75h:	3E	BE	3F	EB
0716BA81h:	BD	BC	3F	D7
0716BA8Dh:	BF	BE	3C	C0
0716BA95h:	3E	BE	3F	EB
0716BAA1h:	BD	BC	3F	D7
0716BAADh:	BF	BE	B1	C0
0716BAB5h:	3E	BE	3F	EB
0716BAC0h:	C7	00	33	0A
0716BAC1h:	BD	00	3F	D7
0716BACDh:	BF	00	BC	C0
0716BAD5h:	3E	BE	3F	EB
0716BAE1h:	BD	3C	3F	D7
0716BAEDh:	BF	3E	BC	C0
0716BAF5h:	3E	BE	3F	EB
0716BB00h:	C7	F6	30	0A
0716BB01h:	BD	3C	3F	D7
0716BB0Dh:	BF	3E	BC	C0
0716BB11h:	3E	3F	3D	0A
0716BB15h:	3E	BE	3F	EB
0716BB21h:	BD	3D	3F	D7
0716BB2Dh:	BF	3E	BD	C0
0716BB31h:	3E	3F	3D	EB
0716BB41h:	BD	3D	3F	D7
0716BB4Dh:	BF	3F	BD	C0
0716BB51h:	3E	3F	3D	CC
0716BB61h:	BD	3D	3F	D7
0716BB6Dh:	BF	3F	BD	C0
0716BB81h:	BD	3D	3F	D7
0716BB8Dh:	BF	3F	BD	C0
0716BBA1h:	BD	3D	3F	D7
0716BBADh:	BF	3F	BD	C0
0716BBB1h:	3F	3E	3D	E1
0716BBC1h:	BD	3D	3F	D7
0716BBC5h:	3D	3C	3F	75
0716BBD1h:	3F	3E	3D	A3
0716BBD5h:	3E	BE	3D	EB
0716BBE5h:	3D	3C	3F	76
0716BBF1h:	3F	3E	3D	66
0716BBF5h:	3E	BE	B3	EB
0716BC05h:	3D	B1	3F	A1
0716BC11h:	3F	B3	3D	28
0716BC15h:	3E	BE	BD	EB
0716BC25h:	3D	BC	3F	24
0716BC31h:	3F	BE	3D	EB
0716BC51h:	3F	BE	3D	AE
0716BC71h:	3F	BE	3D	70
0716BC91h:	3F	BF	3D	33
0716BCA9h:	3C	BC	BD	54
0716BCB1h:	3F	BF	3D	F5
0716BCD1h:	3F	BF	3D	B8
0716BCF1h:	3F	BF	3D	7A
0716BD4Ch:	7C	B6	16	CA
0716BD8Ch:	7C	99	DA	CA
0716BDA2h:	CB	AF	1A	23
0716BDB2h:	28	4F	6D	2E
0716BE45h:	BD	BC	3E	A1
0716BE65h:	BD	BC	3E	76
0716BE72h:	28	4F	00	4C
0716BE85h:	BD	30	3E	75
0716BEA5h:	BD	3C	3E	7C
0716BF48h:	00	BF	6D	F8
0716BF69h:	3C	BC	3D	2D
0716BF6Dh:	BF	BE	3C	C0
0716BF81h:	BD	BC	3F	D7
0716BF8Dh:	BF	BE	3C	C0
0716BF90h:	E7	6C	9B	50
0716BFA1h:	BD	BC	3F	D7
0716BFADh:	BF	BE	B1	C0
0716BFC1h:	BD	00	3F	D7
0716BFCCh:	7C	00	26	CA
0716BFCDh:	BF	00	BC	C0
0716BFE1h:	BD	3C	3F	D7
0716BFEDh:	BF	3E	BC	C0
0716C001h:	BD	3C	3F	D7
0716C00Ch:	7C	96	F1	CA
0716C00Dh:	BF	3E	BC	C0
0716C021h:	BD	3D	3F	D7
0716C02Dh:	BF	3E	BD	C0
0716C031h:	3E	3F	3D	1E
0716C041h:	BD	3D	3F	14
0716C04Dh:	BF	3F	BD	C0
0716C051h:	3E	3F	3D	00
0716C061h:	BD	3D	3F	14
0716C06Dh:	BF	3F	BD	C0
0716C06Fh:	02	28	BB	3B
0716C081h:	BD	3D	3F	14
0716C08Dh:	BF	3F	BD	C0
0716C0A1h:	BD	3D	3F	14
0716C0ADh:	BF	3F	BD	C0
0716C0B1h:	3F	3E	3D	A3
0716C0C1h:	BD	3D	3F	14
0716C0D1h:	3F	3E	3D	85
0716C0E5h:	3D	3C	3F	78
0716C0F1h:	3F	3E	3D	66
0716C111h:	3F	B3	3D	47
0716C125h:	3D	BC	3F	3E
0716C131h:	3F	BE	3D	28
0716C145h:	3D	BC	3F	24
0716C151h:	3F	BE	3D	0A
0716C165h:	3D	BD	3F	A1
0716C171h:	3F	BE	3D	EB
0716C185h:	3D	BD	3F	76
0716C191h:	3F	BF	3D	CC
0716C1A5h:	3D	BD	3F	75
0716C1B1h:	3F	BF	3D	AE
0716C1C5h:	3D	BD	3F	7C
0716C1C9h:	B1	BC	BD	97
0716C1D1h:	3F	BF	3D	8F
0716C1E5h:	3D	BD	3F	7C
0716C1F1h:	3F	BF	3D	E1
0716C205h:	3D	BD	3F	75
0716C260h:	CC	73	8E	0A
0716C365h:	BD	BC	3E	24
0716C385h:	BD	30	3E	A1
0716C3A5h:	BD	3C	3E	76
0716C3C5h:	BD	3C	3E	75
0716C3E5h:	BD	3D	3E	7C
0716C405h:	BD	3D	3E	7C
0716C425h:	BD	3D	3E	75
0716C445h:	BD	3D	3E	76
0716C465h:	BD	3D	3E	A1
0716C46Dh:	BF	BE	3C	C0
0716C481h:	BD	BC	3F	D7
0716C485h:	BD	3D	3E	24
0716C48Dh:	BF	BE	3C	C0
0716C4A1h:	BD	BC	3F	D7
0716C4ADh:	BF	BE	B1	C0
0716C4C1h:	BD	00	3F	D7
0716C4CDh:	BF	00	BC	C0
0716C4E0h:	CC	6C	3F	0A
0716C4E1h:	BD	3C	3F	D7
0716C4EDh:	BF	3E	BC	C0
0716C501h:	BD	3C	3F	D7
0716C50Dh:	BF	3E	BD	C0
0716C511h:	3E	3F	3D	F5
0716C521h:	BD	3D	3F	D7
0716C52Dh:	BF	3E	BD	C0
0716C531h:	3E	3F	3D	B8
0716C541h:	BD	3D	3F	D7
0716C54Dh:	BF	3F	BD	C0
0716C551h:	3E	3F	3D	7A
0716C561h:	BD	3D	3F	D7
0716C56Dh:	BF	3F	BD	C0
0716C581h:	BD	3D	3F	D7
0716C58Dh:	BF	3F	BD	C0
0716C5B1h:	3F	3E	3D	85
0716C5D1h:	3F	3E	3D	0A
0716C5F1h:	3F	3E	3D	8F
0716C611h:	3F	B3	3D	14
0716C631h:	3F	BE	3D	99
0716C651h:	3F	BE	3D	1E
0716C665h:	3D	BD	3F	3E
0716C671h:	3F	BE	3D	47
0716C685h:	3D	BD	3F	24
0716C691h:	3F	BF	3D	51
0716C6A5h:	3D	BD	3F	A1
0716C6B1h:	3F	BF	3D	5C
0716C6C5h:	3D	BD	3F	76
0716C6D1h:	3F	BF	3D	CC
0716C6E5h:	3D	BD	3F	75
0716C6EDh:	3F	3E	BC	C0
0716C6F1h:	3F	BF	3D	C2
0716C701h:	3D	3C	3E	D7
0716C705h:	3D	BD	3F	7C
0716C70Dh:	3F	3E	BC	C0
0716C716h:	22	A8	98	51
0716C721h:	3D	3C	3E	D7
0716C72Dh:	3F	3E	30	C0
0716C741h:	3D	B2	3E	D7
0716C74Dh:	3F	B3	3C	C0
0716C75Eh:	2E	E8	8E	B3
0716C75Fh:	2B	CA	FE	3B
0716C760h:	CC	6C	81	0A
0716C761h:	3D	BC	3E	D7
0716C76Ah:	F9	D1	78	9E
0716C76Bh:	35	FE	00	3E
0716C76Ch:	7F	13	B3	CA
0716C76Dh:	3F	BE	3C	C0
0716C781h:	3D	BC	3E	D7
0716C78Dh:	3F	BE	3D	C0
0716C7A1h:	3D	BD	3E	D7
0716C7ADh:	3F	BE	3D	C0
0716C7C1h:	3D	BD	3E	D7
0716C7CDh:	3F	BF	3D	C0
0716C7E1h:	3D	BD	3E	D7
0716C7EDh:	3F	BF	3D	C0
0716C801h:	3D	BD	3E	D7
0716C80Dh:	3F	BF	3D	C0
0716C821h:	3D	BD	3E	D7
0716C82Dh:	3F	BF	3D	C0
0716C841h:	3D	BD	3E	D7
0716C85Ah:	22	A6	F3	90
0716C866h:	2A	47	00	7E
0716C8C5h:	BD	3C	3E	56
0716C8E5h:	BD	3D	3E	A6
0716C905h:	BD	3D	3E	79
0716C925h:	BD	3D	3E	A6
0716C945h:	BD	3D	3E	78
0716C969h:	BC	BD	3D	9C
0716C989h:	BC	BD	3D	2D
0716C9DEh:	2E	F2	2D	B0
0716C9DFh:	2B	5D	3C	3B
0716C9E0h:	CC	64	45	7A
0716C9EAh:	F9	B7	8B	9E
0716C9EBh:	35	BA	7E	3E
0716C9ECh:	7F	0E	C0	CA
0716CA11h:	3E	3F	3D	AE
0716CA31h:	3E	3F	3D	8F
0716CA51h:	3E	3F	3D	E1
0716CAF1h:	3F	3E	3D	AE
0716CB11h:	3F	B3	3D	70
0716CB25h:	3D	BC	3F	78
0716CB31h:	3F	BE	3D	33
0716CB45h:	3D	BC	3F	A6
0716CB51h:	3F	BE	3D	F5
0716CB65h:	3D	BD	3F	79
0716CB71h:	3F	BE	3D	B8
0716CB85h:	3D	BD	3F	A6
0716CB91h:	3F	BF	3D	7A
0716CBD1h:	3F	BF	3D	00
0716CBEDh:	3F	3E	BC	C0
0716CBF1h:	3F	BF	3D	85
0716CC01h:	3D	3C	3E	14
0716CC0Dh:	3F	3E	BC	C0
0716CC21h:	3D	3C	3E	14
0716CC2Dh:	3F	3E	30	C0
0716CC41h:	3D	B2	3E	14
0716CC4Dh:	3F	B3	3C	C0
0716CC5Fh:	47	5D	0F	BC
0716CC60h:	CA	64	6B	7A
0716CC61h:	3D	BC	3E	14
0716CC6Bh:	D9	BA	7E	BF
0716CC6Ch:	7C	0E	C0	CA
0716CC6Dh:	3F	BE	3C	C0
0716CC81h:	3D	BC	3E	14
0716CC8Dh:	3F	BE	3D	C0
0716CCA1h:	3D	BD	3E	14
0716CCADh:	3F	BE	3D	C0
0716CCC1h:	3D	BD	3E	14
0716CCCDh:	3F	BF	3D	C0
0716CCE1h:	3D	BD	3E	14
0716CCEDh:	3F	BF	3D	C0
0716CD01h:	3D	BD	3E	14
0716CD0Dh:	3F	BF	3D	C0
0716CD0Fh:	CA	12	01	3B
0716CD21h:	3D	BD	3E	14
0716CD2Dh:	3F	BF	3D	C0
0716CD41h:	3D	BD	3E	14
0716CDA5h:	BD	3C	3E	76
0716CDC5h:	BD	3C	3E	A1
0716CDE5h:	BD	3D	3E	24
0716CE89h:	BC	BD	3D	04
0716CEDFh:	47	88	6F	3C
0716CEE0h:	CA	5A	4B	EC
0716CEEBh:	D9	95	CC	3F
0716CEECh:	7C	08	CC	CA
0716CF11h:	3E	3F	3D	E1
0716CF31h:	3E	3F	3D	C2
0716CF51h:	3E	3F	3D	A3
0716CFF1h:	3F	3E	3D	0A
0716D005h:	3D	B1	3F	A1
0716D011h:	3F	B3	3D	EB
0716D025h:	3D	BC	3F	76
0716D031h:	3F	BE	3D	CC
0716D045h:	3D	BC	3F	75
0716D051h:	3F	BE	3D	AE
0716D071h:	3F	BE	3D	8F
0716D091h:	3F	BF	3D	E1
0716D0B1h:	3F	BF	3D	A3
0716D0D1h:	3F	BF	3D	66
0716D0EDh:	3F	3E	BC	C0
0716D0F0h:	12	42	70	F5
0716D0F1h:	3F	BF	3D	28
0716D101h:	3D	3C	3E	51
0716D10Dh:	3F	3E	BC	C0
0716D113h:	0C	C2	8E	3E
0716D121h:	3D	3C	3E	51
0716D12Dh:	3F	3E	30	C0
0716D141h:	3D	B2	3E	51
0716D14Dh:	3F	B3	3C	C0
0716D15Eh:	30	A5	BC	62
0716D15Fh:	24	88	42	BC
0716D160h:	C7	5A	52	EC
0716D161h:	3D	BC	3E	51
0716D16Ah:	3C	67	D3	4F
0716D16Bh:	ED	95	CC	BF
0716D16Ch:	78	08	CC	CA
0716D16Dh:	3F	BE	3C	C0
0716D181h:	3D	BC	3E	51
0716D18Dh:	3F	BE	3D	C0
0716D1A1h:	3D	BD	3E	51
0716D1ADh:	3F	BE	3D	C0
0716D1C1h:	3D	BD	3E	51
0716D1CDh:	3F	BF	3D	C0
0716D1E1h:	3D	BD	3E	51
0716D1EDh:	3F	BF	3D	C0
0716D201h:	3D	BD	3E	51
0716D20Dh:	3F	BF	3D	C0
0716D221h:	3D	BD	3E	51
0716D22Dh:	3F	BF	3D	C0
0716D241h:	3D	BD	3E	51
0716D285h:	BD	30	3E	A6
0716D2A5h:	BD	3C	3E	78
0716D2C5h:	BD	3C	3E	3D
0716D346h:	0C	F5	95	73
0716D3D3h:	0C	79	96	3F
0716D3DEh:	30	55	B8	AD
0716D3DFh:	24	5A	96	3B
0716D3E0h:	C7	4F	51	EC
0716D3EAh:	3C	75	D5	9E
0716D3EBh:	ED	98	D7	3E
0716D3ECh:	78	01	D7	CA
0716D411h:	3E	3F	3D	14
0716D431h:	3E	3F	3D	F5
0716D451h:	3E	3F	3D	D7
0716D505h:	3D	B1	3F	56
0716D511h:	3F	B3	3D	1E
0716D525h:	3D	BC	3F	00
0716D531h:	3F	BE	3D	00
0716D551h:	3F	BE	3D	E1
0716D571h:	3F	BE	3D	C2
0716D591h:	3F	BE	3D	A3
0716D5B1h:	3F	BF	3D	85
0716D5CDh:	3F	3E	BD	C0
0716D5D1h:	3F	BF	3D	66
0716D5EDh:	3F	3E	BC	C0
0716D5F1h:	3F	BF	3D	47
